code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2016-10-18,16.280000,16.390000,16.240000,16.340000,0.004302,18251833.000000,298064113.000000,335277495205.039978,353242693925.479980,0.000890,160.750991,2016-06-30,2016-08-11,6.120403,2.119379,9.388706,1.119538,16.340000
sh600004,2016-10-18,13.890000,14.170000,13.890000,14.140000,0.017266,5645122.000000,79455299.000000,16261369096.420000,16261369096.420000,0.004909,24.108321,2016-06-30,2016-08-31,12.227656,2.881022,9.689199,1.583090,14.140000
sh600005,2016-10-18,3.170000,3.220000,3.160000,3.210000,0.003125,83291361.000000,266176208.000000,32401033231.830002,32401033231.830002,0.008252,17.501958,2016-06-30,2016-08-30,-4.173292,0.371470,-17.895071,1.130083,3.210000
sh600006,2016-10-18,7.600000,8.250000,7.600000,8.000000,0.049869,39894388.000000,317677148.000000,16000000000.000000,16000000000.000000,0.019947,28.122190,2016-06-30,2016-08-30,48.342750,0.948138,38.551430,2.458739,8.000000
sh600007,2016-10-18,21.480000,21.890000,21.480000,21.860000,0.010166,2884642.000000,62561249.000000,22019196193.240002,22019196193.240002,0.002864,36.279385,2016-06-30,2016-08-31,31.456044,9.694628,19.091620,3.779457,21.860000
sh600008,2016-10-18,4.320000,4.380000,4.280000,4.380000,0.013889,26312680.000000,114056705.000000,21114289858.740002,21114289863.119999,0.005458,31.840018,2016-06-30,2016-08-31,23.146680,1.495030,6.876208,2.810936,4.380000
sh600009,2016-10-18,27.350000,27.640000,27.350000,27.580000,0.001452,2162180.000000,59550010.000000,30158079001.680000,53145513995.839996,0.001977,81.452478,2016-06-30,2016-08-27,20.081725,8.455389,17.745156,2.543131,27.580000
sh600010,2016-10-18,2.790000,2.820000,2.770000,2.820000,0.010753,58678503.000000,164433220.000000,44392508125.559998,91821280048.919998,0.003728,16.820165,2016-06-30,2016-08-26,-32.494843,4.080759,-57.907922,1.947110,2.820000
sh600011,2016-10-18,7.110000,7.160000,7.080000,7.160000,0.007032,6633722.000000,47275052.000000,75180000000.000000,108834745430.399994,0.000632,31.080186,2016-06-30,2016-08-02,10.335246,0.844303,2.983466,1.367874,7.160000
sh600012,2016-10-18,12.760000,13.240000,12.700000,13.000000,0.018809,6007112.000000,78379154.000000,15152800000.000000,21561930000.000000,0.005154,26.670268,2016-06-30,2016-08-22,22.729498,8.884175,13.021055,2.622131,13.000000
sh600015,2016-10-18,10.200000,10.310000,10.200000,10.300000,0.006843,18219986.000000,187009902.000000,110061393763.000000,110061393773.300003,0.001705,35.563369,2016-06-30,2016-08-11,6.256165,1.880535,1.156403,0.892177,10.300000
sh600016,2016-10-18,9.230000,9.280000,9.230000,9.270000,0.003247,26011675.000000,240904614.000000,273944901818.880005,338219182931.039978,0.000880,179.661299,2016-06-30,2016-08-30,7.351161,2.303380,0.390405,1.073583,9.270000
sh600017,2016-10-18,3.990000,4.050000,3.980000,4.050000,0.015038,29042081.000000,116815365.000000,12456398246.400000,12456398246.400000,0.009443,13.055921,2016-06-30,2016-07-30,51.343162,2.845278,14.306859,1.209930,4.050000
sh600018,2016-10-18,5.140000,5.200000,5.130000,5.190000,0.009728,16391437.000000,84777337.000000,118099382378.309998,120271371433.500000,0.000720,30.149314,2016-06-30,2016-08-30,18.844837,4.075498,18.012828,2.041539,5.190000
sh600019,2016-10-18,5.480000,5.560000,5.470000,5.540000,0.009107,45214432.000000,249238599.000000,90990504684.960007,91226776820.960007,0.002753,11.755773,2016-06-30,2016-08-31,69.812866,0.556791,4.550626,0.788994,5.540000
sh600020,2016-10-18,4.460000,4.530000,4.450000,4.520000,0.013453,12457946.000000,55981444.000000,10158120676.120001,10158120680.639999,0.005543,16.944606,2016-06-30,2016-08-25,13.923158,1.939530,3.681693,1.194030,4.520000
sh600022,2016-10-18,2.460000,2.500000,2.460000,2.500000,0.012146,35682244.000000,88435961.000000,20555025205.000000,21051056952.500000,0.004340,10.707895,2016-06-30,2016-08-26,237.146651,0.446241,8.477134,1.264542,2.500000
sh600023,2016-10-18,5.260000,5.350000,5.240000,5.350000,0.017110,28588974.000000,151704217.000000,15983658507.350000,72763691435.800003,0.009569,7.739160,2016-06-30,2016-08-16,10.062406,1.833396,5.669457,1.306535,5.350000
sh600026,2016-10-18,6.710000,6.990000,6.680000,6.950000,0.034226,46256399.000000,317684204.000000,19015428383.950001,28022628383.950001,0.016906,11.309162,2016-06-30,2016-08-30,14.663839,2.193290,4.982325,1.042448,6.950000
sh600027,2016-10-18,4.980000,5.050000,4.970000,5.040000,0.012048,17148555.000000,85991919.000000,34194412632.240002,49709402331.120003,0.002528,8.322719,2016-06-30,2016-08-31,7.762552,0.699988,1.857101,1.186469,5.040000
sh600028,2016-10-18,4.920000,4.960000,4.900000,4.960000,0.006085,67271262.000000,331800352.000000,473966544383.200012,600513199844.160034,0.000704,12.623170,2016-06-30,2016-08-29,22.588951,0.302436,3.499180,0.881152,4.960000
sh600029,2016-10-18,7.150000,7.280000,7.150000,7.260000,0.011142,52375295.000000,378715014.000000,50984439000.000000,71275536420.000000,0.007458,11.949717,2016-06-30,2016-08-30,20.480473,0.639460,2.968429,1.730343,7.260000
sh600030,2016-10-18,16.240000,16.670000,16.210000,16.630000,0.025277,92979764.000000,1532830002.000000,163217824071.000000,201504186692.000000,0.009474,87.472017,2016-06-30,2016-08-25,16.028916,5.613044,-2.209949,1.479261,16.630000
sh600031,2016-10-18,5.560000,5.700000,5.550000,5.680000,0.021583,22444812.000000,126516750.000000,43132331849.279999,43229690746.959999,0.002956,258.584613,2016-06-30,2016-08-30,-741.514360,1.956425,12.678175,1.922296,5.680000
sh600033,2016-10-18,3.370000,3.440000,3.370000,3.420000,0.011834,18905655.000000,64397582.000000,9385848000.000000,9385848000.000000,0.006889,21.789121,2016-06-30,2016-08-31,16.373194,3.641095,5.318917,1.156148,3.420000
sh600035,2016-10-18,5.300000,5.380000,5.290000,5.360000,0.011321,8453155.000000,45186017.000000,7790105506.480000,7790105506.480000,0.005816,14.327387,2016-06-30,2016-08-30,21.203035,6.330071,9.969348,1.874519,5.360000
sh600036,2016-10-18,17.860000,17.990000,17.840000,17.930000,0.003919,14301948.000000,256039353.000000,369876973594.039978,452191831625.929993,0.000693,80.135610,2016-06-30,2016-08-18,7.542887,2.372106,-2.044466,1.195724,17.930000
sh600037,2016-10-18,16.400000,16.650000,16.340000,16.640000,0.015873,10585198.000000,174528765.000000,19441377712.639999,23159183989.759998,0.009060,83.575219,2016-06-30,2016-08-20,32.091399,9.018134,17.311892,1.981991,16.640000
sh600038,2016-10-18,41.090000,42.180000,41.090000,41.970000,0.021416,2460438.000000,102636800.000000,16479520500.000000,24740337770.520000,0.006266,122.303244,2016-06-30,2016-08-26,58.176606,1.987814,37.616729,3.752917,41.970000
sh600039,2016-10-18,4.260000,4.360000,4.260000,4.360000,0.018692,23307304.000000,100928368.000000,13166034449.920000,13166034449.920000,0.007718,32.439585,2016-06-30,2016-08-31,12.426573,0.427869,6.515865,1.513994,4.360000
sh600048,2016-10-18,9.080000,9.160000,9.050000,9.160000,0.006593,51901078.000000,472453700.000000,98551623889.800003,108617558634.479996,0.004824,172.041680,2016-06-30,2016-08-30,8.282262,0.798286,3.774726,1.327671,9.160000
sh600050,2016-10-18,5.020000,5.240000,4.980000,5.110000,0.009881,283727977.000000,1451253362.000000,108314607578.449997,108314607578.449997,0.013386,7.962152,2016-06-30,2016-08-18,67.090303,0.396634,1.165739,1.393700,5.110000
sh600051,2016-10-18,10.880000,11.130000,10.870000,11.110000,0.016468,6963693.000000,76975360.000000,3397349120.000000,3453876800.000000,0.022773,47.901685,2016-06-30,2016-08-30,66.641474,0.933885,6.619944,1.848555,11.110000
sh600052,2016-10-18,7.320000,7.440000,7.320000,7.430000,0.019204,15552365.000000,114885824.000000,6477392946.130000,6477392953.560000,0.017840,27.775905,2016-06-30,2016-08-16,-64.894230,5.794705,4.845280,3.017749,7.430000
sh600053,2016-10-18,48.700000,49.520000,48.000000,48.950000,-0.001428,4078243.000000,198366323.000000,21221822160.000000,21221822160.000000,0.009407,105.743019,2016-06-30,2016-08-10,49.938380,18.884586,41.633461,16.418461,48.950000
sh600054,2016-10-18,16.710000,16.960000,16.460000,16.670000,-0.007147,12044144.000000,199777171.000000,3612472350.000000,12457491000.000000,0.055579,69.714224,2016-06-30,2016-08-25,29.537308,4.989116,13.223054,4.067342,16.670000
sh600055,2016-10-18,18.930000,19.160000,18.830000,19.150000,0.008957,4445855.000000,84408623.000000,6632028000.000000,7397593007.750000,0.012837,194.340554,2016-06-30,2016-08-20,108.359834,5.065908,87.117128,4.361988,19.150000
sh600056,2016-10-18,20.240000,20.400000,20.050000,20.300000,0.002964,5021762.000000,101566578.000000,20546362099.200001,21690256340.200001,0.004962,176.967881,2016-06-30,2016-08-29,27.384029,0.999212,11.327809,3.614544,20.300000
sh600057,2016-10-18,10.820000,10.900000,10.750000,10.900000,0.003683,3546187.000000,38480540.000000,10501031561.900000,12761495492.700001,0.003681,61.771803,2016-06-30,2016-08-31,53.335943,0.213559,6.453840,2.063925,10.900000
sh600058,2016-10-18,16.660000,16.930000,16.600000,16.920000,0.013781,7942517.000000,133658112.000000,18136729230.119999,18136729230.119999,0.007410,80.884702,2016-06-30,2016-08-30,-5.113265,0.292596,1.557513,3.566986,16.920000
sh600059,2016-10-18,10.230000,10.380000,10.170000,10.360000,0.016683,4769523.000000,49068809.000000,8376310349.400000,8376310349.400000,0.005899,82.133378,2016-06-30,2016-08-12,58.022638,6.087675,61.792827,2.173913,10.360000
sh600060,2016-10-18,16.640000,16.920000,16.620000,16.920000,0.017438,9959732.000000,167167634.000000,22139502259.320000,22139502276.240002,0.007612,92.623738,2016-06-30,2016-08-12,13.797119,0.736908,10.268479,1.753568,16.920000
sh600061,2016-10-18,15.880000,16.260000,15.840000,16.190000,0.018880,15316818.000000,246275734.000000,31770689171.910000,59808316233.470001,0.007805,92.588170,2016-06-30,2016-08-26,17.505182,4.994290,-1.907158,2.223351,16.190000
sh600062,2016-10-18,20.900000,21.420000,20.880000,21.380000,0.025420,5755337.000000,122361741.000000,12222859346.860001,15489182090.780001,0.010067,110.889608,2016-06-30,2016-08-15,22.977215,3.014400,20.025308,2.418224,21.380000
sh600063,2016-10-18,4.540000,4.640000,4.510000,4.620000,0.015385,22486970.000000,103620233.000000,7022923353.600000,7604033477.040000,0.014793,61.067267,2016-06-30,2016-08-10,63.188128,2.182155,8.760054,2.217742,4.620000
sh600064,2016-10-18,17.120000,17.510000,17.080000,17.490000,0.021612,11162650.000000,194038782.000000,13510553731.950001,13510553731.950001,0.014451,171.131899,2016-06-30,2016-07-28,12.353789,3.488449,8.050922,1.487473,17.490000
sh600066,2016-10-18,22.070000,22.360000,22.060000,22.340000,0.004045,8006361.000000,178249298.000000,42523837541.820000,49459402241.820000,0.004206,831.286080,2016-06-30,2016-08-23,12.929558,1.584685,21.642967,4.590191,22.340000
sh600067,2016-10-18,7.080000,7.180000,7.060000,7.170000,0.012712,8140206.000000,58087410.000000,10667488178.250000,10667488178.250000,0.005471,145.770947,2016-06-30,2016-08-20,-169.511561,1.441123,4.457511,1.533657,7.170000
sh600068,2016-10-18,8.190000,8.700000,8.160000,8.660000,0.052248,81763845.000000,696363754.000000,35926670697.379997,39877372387.919998,0.019709,48.923551,2016-06-30,2016-08-31,13.896132,0.484684,-5.538494,1.918901,8.660000
sh600069,2016-10-18,8.720000,8.890000,8.670000,8.830000,0.005695,14880261.000000,130882657.000000,7288053682.690000,11029579110.309999,0.018029,43.655546,2016-06-30,2016-08-30,123.553528,3.910868,84.443467,4.703063,8.830000
sh600072,2016-10-18,15.190000,15.840000,15.110000,15.750000,0.043738,14446744.000000,225868874.000000,7535265963.750000,7535265979.500000,0.030196,65.979110,2016-06-30,2016-08-23,7460.918996,8.247969,-441.473259,6.876228,15.750000
sh600073,2016-10-18,12.090000,12.230000,11.960000,12.220000,0.009917,16586361.000000,200270312.000000,11459054135.620001,11459054147.840000,0.017688,37.097853,2016-09-30,2016-10-18,33.182717,1.088299,16.566212,3.527001,12.220000
sh600074,2016-10-18,17.160000,17.340000,16.880000,17.240000,0.005248,36733646.000000,628582794.000000,15479128536.160000,42029155484.760002,0.040912,174.333984,2016-06-30,2016-08-24,65.754093,23.990426,-1542.315262,21.685535,17.240000
sh600075,2016-10-18,13.090000,13.220000,13.080000,13.180000,0.003044,4854576.000000,63946872.000000,5780642546.820000,9155603287.139999,0.011069,95.944838,2016-06-30,2016-08-30,24.729764,2.540901,58.108519,3.700480,13.180000
sh600076,2016-10-18,14.000000,15.000000,14.000000,14.980000,0.071531,63253828.000000,924637522.000000,5475729265.020000,15493276652.420000,0.173044,47.558241,2016-06-30,2016-08-18,30.996011,15.029658,122.558845,5.664373,14.980000
sh600077,2016-10-18,6.500000,6.630000,6.460000,6.600000,0.010720,22492571.000000,147594521.000000,8844807345.000000,8844807351.600000,0.016784,54.002017,2016-06-30,2016-08-30,50.535988,0.913481,3.091335,2.280265,6.600000
sh600078,2016-10-18,6.900000,7.090000,6.850000,7.080000,0.029070,13052873.000000,91508694.000000,4691015848.800000,4691015855.880000,0.019700,42.829517,2016-06-30,2016-08-06,199.819372,1.833818,7.823325,2.589233,7.080000
sh600079,2016-10-18,21.120000,21.650000,21.000000,21.490000,0.019934,9793738.000000,210020362.000000,22726844980.070000,27637194342.380001,0.009261,282.483357,2016-06-30,2016-08-27,57.469881,3.263612,70.429459,3.343602,21.490000
sh600080,2016-10-18,12.230000,12.730000,12.160000,12.700000,0.038430,10541318.000000,132329461.000000,3877257574.400000,3877257574.400000,0.034528,64.328471,2016-06-30,2016-08-18,149.769449,5.756457,146.895531,3.665541,12.700000
sh600081,2016-10-18,15.120000,15.980000,15.110000,15.680000,0.032258,5518089.000000,86427957.000000,4916620800.000000,4916620800.000000,0.017598,141.763299,2016-06-30,2016-08-10,51.335610,1.019004,8.933694,4.494897,15.680000
sh600082,2016-10-18,6.460000,6.570000,6.410000,6.560000,0.015480,5600233.000000,36356357.000000,4148706694.560000,4238519818.560000,0.008855,39.235707,2016-06-30,2016-08-30,-135.553994,5.770041,-41.127753,2.459877,6.560000
sh600083,2016-10-18,21.140000,21.280000,21.030000,21.220000,0.006164,2140630.000000,45335246.000000,4815302346.500000,4880600000.000000,0.009433,21.219720,2016-06-30,2016-07-30,1132.639445,43.558674,395.217165,88.675303,21.220000
sh600084,2016-10-18,10.140000,10.250000,9.860000,10.160000,0.001972,54487258.000000,547659876.000000,10141750790.879999,11417064592.799999,0.054585,72.928074,2016-06-30,2016-08-27,591.591941,37.662549,519.161983,4.752105,10.160000
sh600085,2016-10-18,30.630000,31.010000,30.630000,30.990000,0.007477,3099170.000000,95681121.000000,42501863388.389999,42501863419.379997,0.002260,336.541412,2016-06-30,2016-08-30,44.804603,3.932168,46.812547,5.756799,30.990000
sh600086,2016-10-18,9.950000,10.120000,9.910000,10.110000,0.016080,16536861.000000,165400338.000000,10684703111.760000,13648500000.000000,0.015647,97.197663,2016-06-30,2016-08-27,-47.205932,1.339302,12.192548,4.628909,10.110000
sh600088,2016-10-18,23.850000,24.580000,23.850000,24.420000,0.021757,2093589.000000,50686065.000000,8093325215.580000,8093325240.000000,0.006317,72.060546,2016-06-30,2016-08-30,-1107.734180,12.821146,220.935493,7.060048,24.420000
sh600089,2016-10-18,8.820000,9.000000,8.820000,8.990000,0.013529,27583127.000000,246356813.000000,28764622771.650002,29158893165.139999,0.008621,305.795600,2016-06-30,2016-08-30,14.660509,0.779906,19.353144,1.357411,8.990000
sh600090,2016-10-18,13.000000,13.070000,12.880000,13.020000,0.008521,3955581.000000,51235848.000000,4790274717.900000,18744411543.900002,0.010751,63.719718,2016-06-30,2016-08-25,174.264529,3.975407,-132.478632,3.599469,13.020000
sh600091,2016-10-18,11.000000,11.170000,10.960000,11.120000,0.013674,2311662.000000,25500574.000000,3742169108.880000,4864027266.880000,0.006869,28.949854,2016-06-30,2016-08-30,46.326384,220.858408,844.728046,5.778124,11.120000
sh600093,2016-10-18,14.100000,14.500000,14.100000,14.370000,0.008421,4666221.000000,66925247.000000,4633570575.000000,16129570575.000000,0.014471,76.708957,2016-06-30,2016-08-31,29.421761,7.838773,-6.579161,2.755143,14.370000
sh600094,2016-10-18,9.040000,9.150000,9.040000,9.150000,0.012168,12987784.000000,118344051.000000,16587457150.049999,22649224271.549999,0.007164,49.023431,2016-06-30,2016-08-08,27.183601,3.561779,-4.099486,3.443993,9.150000
sh600095,2016-10-18,11.000000,11.190000,10.930000,11.130000,0.003607,6540994.000000,72487584.000000,4020863478.450000,4020863478.450000,0.018106,36.842566,2016-06-30,2016-08-31,246.097378,15.194871,23.758090,5.720306,11.130000
sh600096,2016-10-18,8.710000,8.870000,8.700000,8.840000,0.016092,12092742.000000,106407445.000000,9919629642.000000,11680991579.920000,0.010777,20.558456,2016-06-30,2016-08-26,-13.056411,0.198561,-20.317215,1.883777,8.840000
sh600097,2016-10-18,18.110000,18.330000,18.080000,18.290000,0.003291,2541172.000000,46317436.000000,3705515591.000000,3705515591.000000,0.012543,25.808746,2016-06-30,2016-08-11,-15.797202,12.065376,24.357438,5.474737,18.290000
sh600098,2016-10-18,8.260000,8.420000,8.240000,8.410000,0.018160,7682441.000000,64158469.000000,22927313052.779999,22927313052.779999,0.002818,43.885832,2016-06-30,2016-08-31,18.121876,1.250464,13.339361,1.558042,8.410000
sh600099,2016-10-18,13.320000,13.540000,13.210000,13.520000,0.015015,4887332.000000,65399216.000000,2962502400.000000,2962502400.000000,0.022304,36.891368,2016-06-30,2016-08-27,1307.037896,7.995321,188.610809,6.251445,13.520000
sh600100,2016-10-18,13.910000,14.150000,13.890000,14.140000,0.013620,20068006.000000,281953799.000000,31078054845.320000,41909531167.139999,0.009131,292.991461,2016-06-30,2016-08-30,7.853012,1.473235,53.206701,1.838369,14.140000
sh600101,2016-10-18,12.280000,12.560000,12.260000,12.520000,0.018714,5180903.000000,64363009.000000,4058720792.040000,4058720792.040000,0.015982,67.700297,2016-06-30,2016-08-19,44.837589,3.148928,14.540860,2.084270,12.520000
sh600103,2016-10-18,6.800000,6.820000,6.660000,6.800000,0.001473,10037620.000000,67786091.000000,7220522880.000000,12061200834.000000,0.009453,28.028949,2016-06-30,2016-08-26,-104.225741,3.437870,24.457528,6.564340,6.800000
sh600104,2016-10-18,22.140000,22.650000,22.140000,22.580000,0.017575,14834461.000000,334417277.000000,248957294482.820007,248957294482.820007,0.001345,178.191897,2016-06-30,2016-08-25,8.112488,0.372659,26.475437,1.415355,22.580000
sh600105,2016-10-18,12.060000,12.290000,11.900000,12.180000,-0.001639,29002348.000000,351799427.000000,9280055164.379999,11510015860.559999,0.038065,100.972865,2016-06-30,2016-08-20,39.660057,2.222031,117.509720,5.037013,12.180000
sh600106,2016-10-18,7.000000,7.100000,7.000000,7.100000,0.009957,6527244.000000,46137999.000000,6444968192.900000,6444968200.000000,0.007191,35.698220,2016-06-30,2016-08-03,26.614687,20.119470,19.532808,1.986848,7.100000
sh600107,2016-10-18,19.830000,20.150000,19.700000,19.970000,0.004527,6362233.000000,126813952.000000,7189200000.000000,7189200000.000000,0.017673,51.692543,2016-06-30,2016-08-27,-646.069233,14.647313,-222.509443,13.963082,19.970000
sh600108,2016-10-18,5.320000,5.430000,5.320000,5.420000,0.018797,29836862.000000,160530109.000000,10552279950.400000,10552279955.820000,0.015325,52.114385,2016-06-30,2016-08-26,139.378198,4.699639,-177.402461,2.254951,5.420000
sh600109,2016-10-18,12.610000,12.930000,12.610000,12.920000,0.021344,29758693.000000,381470303.000000,39074722272.279999,39074722285.199997,0.009840,109.599224,2016-06-30,2016-08-29,22.148926,6.834905,-3.057547,2.344274,12.920000
sh600110,2016-10-18,12.410000,13.560000,12.170000,13.270000,0.075365,98301949.000000,1259865957.000000,15264641527.190001,15264641527.190001,0.085457,186.000847,2016-06-30,2016-07-26,118.680297,8.841550,-127.298716,8.233031,13.270000
sh600111,2016-10-18,12.350000,12.750000,12.320000,12.670000,0.024252,25359223.000000,317544749.000000,46030946207.330002,46030946220.000000,0.006980,246.667690,2016-06-30,2016-08-19,478.004980,9.579580,42.972460,5.587159,12.670000
sh600112,2016-10-18,11.390000,11.750000,11.380000,11.700000,0.028120,19930680.000000,231533208.000000,5957696698.200000,5957696698.200000,0.039141,47.210594,2016-06-30,2016-08-18,-34.248881,8.628700,26.461129,5.111626,11.700000
sh600113,2016-10-18,19.200000,20.930000,19.030000,20.930000,0.099842,62984135.000000,1284500594.000000,6668298000.000000,6668298000.000000,0.197690,85.990242,2016-06-30,2016-07-30,50.303673,6.746231,25.606080,12.685617,20.930000
sh600114,2016-10-18,15.640000,16.150000,15.640000,16.050000,0.025559,5537065.000000,88626236.000000,6117225047.850000,6271786547.850000,0.014528,61.150698,2016-06-30,2016-08-05,41.834461,4.582254,28.116460,4.026997,16.050000
sh600115,2016-10-18,6.250000,6.430000,6.230000,6.390000,0.020767,77715256.000000,493769663.000000,54194093915.400002,92447872507.979996,0.009163,9.223253,2016-06-30,2016-08-31,22.196749,0.894725,3.607345,1.975881,6.390000
sh600116,2016-10-18,9.780000,9.970000,9.730000,9.940000,0.010163,44535630.000000,440327117.000000,8826774679.940001,9870474689.879999,0.050152,58.632156,2016-06-30,2016-08-13,24.263195,2.539868,8.014623,4.266644,9.940000
sh600117,2016-10-18,5.230000,5.320000,5.220000,5.320000,0.015267,9649599.000000,50891408.000000,3943286415.320000,3943286420.640000,0.013019,14.683070,2016-06-30,2016-08-30,-2.261561,0.586389,-3.242264,5.541089,5.320000
sh600118,2016-10-18,31.790000,32.220000,31.780000,32.200000,0.007509,5788188.000000,185279561.000000,38076150114.800003,38076150147.000000,0.004895,529.643068,2016-06-30,2016-08-23,100.718479,6.988525,979.437888,8.198391,32.200000
sh600119,2016-10-18,25.500000,25.630000,25.210000,25.600000,0.009862,8694248.000000,221008439.000000,7869440000.000000,7869440000.000000,0.028283,74.674126,2016-06-30,2016-08-23,58.956697,3.346296,-27.532951,8.931063,25.600000
sh600120,2016-10-18,34.800000,34.800000,33.840000,34.670000,0.006094,18965038.000000,650324180.000000,17524764615.509998,17524764650.180000,0.037519,607.156783,2016-06-30,2016-08-24,25.660345,2.275127,55.247562,3.550508,34.670000
sh600121,2016-10-18,5.530000,5.630000,5.510000,5.620000,0.010791,23744133.000000,132177146.000000,5706229711.300000,5706229711.300000,0.023385,22.843972,2016-06-30,2016-08-30,-10.100901,0.475697,6.552820,1.683189,5.620000
sh600122,2016-10-18,11.900000,12.080000,11.850000,12.020000,0.010934,9682442.000000,115924498.000000,13780609667.000000,13822679667.000000,0.008445,70.133207,2016-06-30,2016-08-31,46.122736,0.738756,51.372132,1.787892,12.020000
sh600123,2016-10-18,7.690000,7.830000,7.600000,7.800000,0.020942,24274229.000000,187146171.000000,8910720000.000000,8910720000.000000,0.021248,55.531563,2016-06-30,2016-08-30,-39.493671,1.857745,-20.194384,0.968727,7.800000
sh600125,2016-10-18,6.790000,7.070000,6.770000,6.980000,0.026471,28834150.000000,200682619.000000,9112542673.540001,9112542680.520000,0.022086,110.967844,2016-06-30,2016-08-25,36.387522,1.442766,18.739462,1.860936,6.980000
sh600126,2016-10-18,9.480000,9.680000,9.320000,9.560000,0.013786,33989304.000000,322081194.000000,8020254450.000000,24835328947.360001,0.040515,37.490660,2016-06-30,2016-08-27,-11.738040,0.960476,7.395534,1.773885,9.560000
sh600127,2016-10-18,7.030000,7.130000,6.990000,7.100000,0.011396,12187355.000000,86057444.000000,3865663273.600000,4556660847.800000,0.022384,36.777382,2016-06-30,2016-08-12,-59.026970,1.993950,-348.005098,6.129144,7.100000
sh600128,2016-10-18,15.200000,15.640000,15.180000,15.580000,0.028383,9242586.000000,142861486.000000,3844637650.000000,3844637650.000000,0.037455,45.831384,2016-06-30,2016-08-31,57.380460,1.042678,19.704608,2.550336,15.580000
sh600129,2016-10-18,18.850000,19.280000,18.850000,19.240000,0.016376,4712212.000000,90034437.000000,8213440560.000000,8213440560.000000,0.011038,56.837039,2016-06-30,2016-08-20,8.080666,1.146387,-30.665655,5.012636,19.240000
sh600130,2016-10-18,9.190000,9.380000,9.190000,9.350000,0.018519,14632542.000000,136178609.000000,7180800000.000000,7180800000.000000,0.019053,56.980954,2016-06-30,2016-08-30,129.250760,3.756100,-34.721835,7.328735,9.350000
sh600131,2016-10-18,11.500000,12.050000,11.490000,11.970000,0.041775,14386578.000000,170661320.000000,4757334080.940000,6034378105.350000,0.036198,60.745969,2016-06-30,2016-07-30,34.780941,6.149329,27.928138,6.001504,11.970000
sh600132,2016-10-18,17.190000,17.590000,16.820000,17.520000,0.019197,4818782.000000,83198543.000000,8479175388.960000,8479175388.960000,0.009957,87.063329,2016-06-30,2016-08-27,-170.756905,2.551091,16.418407,7.419013,17.520000
sh600133,2016-10-18,8.530000,8.810000,8.520000,8.800000,0.030445,14646651.000000,127366605.000000,4733950443.200000,5581468499.200000,0.027227,35.611874,2016-06-30,2016-08-30,38.411677,0.900514,-7.634866,3.255040,8.800000
sh600135,2016-10-18,15.190000,15.760000,15.190000,15.710000,0.028815,7989271.000000,123988533.000000,5786668121.540000,5859700156.850000,0.021690,44.526090,2016-06-30,2016-08-26,103.814231,4.952543,144.287289,3.596694,15.710000
sh600136,2016-10-18,19.270000,19.450000,19.150000,19.430000,0.002580,4031312.000000,77971149.000000,4683695832.650000,9465949873.980000,0.016724,48.027148,2016-06-30,2016-08-20,83.728707,7.391160,-40.869040,4.161045,19.430000
sh600137,2016-10-18,38.080000,39.190000,37.730000,37.980000,0.002905,3663528.000000,141002522.000000,3692323954.260000,3692323992.240000,0.037684,56.970319,2016-06-30,2016-08-30,-197.604603,16.230173,81.585833,8.327486,37.980000
sh600138,2016-10-18,21.270000,21.520000,21.050000,21.480000,0.009398,12764167.000000,272709274.000000,15094387451.520000,15548083200.000000,0.018164,111.951747,2016-06-30,2016-08-11,34.723401,1.469988,19.746894,3.157848,21.480000
sh600139,2016-10-18,11.080000,11.370000,11.050000,11.360000,0.026197,8220763.000000,92672536.000000,7519076159.520000,7519076170.880000,0.012420,101.740207,2016-06-30,2016-08-31,-19.134984,6.505056,-24.784770,8.296210,11.360000
sh600141,2016-10-18,13.300000,13.550000,13.200000,13.530000,0.019593,8747985.000000,117108194.000000,6498420764.220000,6930570317.220000,0.018214,35.746657,2016-09-30,2016-10-14,135.499184,0.578636,12.706850,1.425877,13.530000
sh600143,2016-10-18,6.750000,6.850000,6.710000,6.840000,0.013333,15160082.000000,103180302.000000,17510400000.000000,17510400000.000000,0.005922,126.120618,2016-06-30,2016-08-16,23.652270,1.098205,10.655085,2.053376,6.840000
sh600146,2016-10-18,33.500000,33.850000,32.610000,33.240000,-0.002101,4235262.000000,140391229.000000,6648000000.000000,15621802800.000000,0.021176,43.876672,2016-06-30,2016-08-25,-108.837657,675.102057,-184.286831,91.268534,33.240000
sh600148,2016-10-18,23.690000,24.470000,23.540000,24.280000,0.031436,6331599.000000,152825363.000000,3436019406.000000,3436019406.000000,0.044741,67.091861,2016-06-30,2016-08-23,-791.782162,6.940173,280.456955,9.404656,24.280000
sh600149,2016-10-18,25.260000,26.400000,24.700000,26.370000,0.032094,48261083.000000,1235192932.000000,10024819200.000000,10024819200.000000,0.126949,76.206670,2016-06-30,2016-08-04,-135.461401,853.950777,-997.088517,51.574418,26.370000
sh600150,2016-10-18,23.030000,24.050000,22.910000,23.880000,0.027539,22187165.000000,523926260.000000,32909448216.360001,32909448240.240002,0.016100,78.380381,2016-06-30,2016-08-31,-354.786950,1.185335,-11.543772,1.873059,23.880000
