code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh601000,2016-10-18,3.940000,3.980000,3.920000,3.980000,0.012723,24798631.000000,98078017.000000,15983221826.379999,16107813127.440001,0.006175,14.056775,2016-06-30,2016-08-24,9.130388,1.735145,10.534256,1.505181,3.980000
sh601001,2016-10-18,7.120000,7.270000,7.100000,7.260000,0.008333,24067570.000000,172863074.000000,12151062000.000000,12151062000.000000,0.014380,15.602430,2016-06-30,2016-08-31,-17.265530,1.595945,-11.936510,2.314682,7.260000
sh601002,2016-10-18,9.290000,10.180000,9.210000,10.180000,0.100541,51458867.000000,503544465.000000,8069584200.000000,8069584200.000000,0.064917,10.893064,2016-06-30,2016-08-30,283.541765,3.542235,24.248950,3.559192,10.180000
sh601003,2016-10-18,3.600000,3.640000,3.570000,3.640000,0.011111,8015813.000000,28927175.000000,9328567248.000000,9328567248.000000,0.003128,14.394921,2016-06-30,2016-08-26,-19.476802,0.334824,3.885983,2.065248,3.640000
sh601006,2016-10-18,6.430000,6.600000,6.420000,6.560000,0.018634,51262686.000000,334269250.000000,97526152180.960007,97526152180.960007,0.003448,10.207248,2016-06-30,2016-08-26,10.853811,1.813048,15.164229,1.132675,6.560000
sh601007,2016-10-18,13.480000,13.750000,13.470000,13.740000,0.014771,4902211.000000,66988296.000000,4122000000.000000,4122000000.000000,0.016341,14.535178,2016-06-30,2016-08-27,79.465143,5.602561,39.667646,2.966129,13.740000
sh601008,2016-10-18,4.930000,5.050000,4.900000,5.020000,0.020325,10238991.000000,51112084.000000,4074408202.000000,5096379807.020000,0.012615,8.304931,2016-06-30,2016-08-19,188.594184,4.100547,196.078431,1.591529,5.020000
sh601009,2016-10-18,10.000000,10.130000,9.960000,10.090000,0.007992,25382237.000000,254685998.000000,58158062417.760002,61132484255.139999,0.004404,32.889748,2016-06-30,2016-08-31,5.799481,1.579313,0.422641,1.233934,10.090000
sh601010,2016-10-18,5.170000,5.240000,5.140000,5.230000,0.015534,10038866.000000,52072273.000000,9665040000.000000,9665040000.000000,0.005432,22.448891,2016-06-30,2016-08-27,53.305339,1.338791,28.277760,2.399303,5.230000
sh601011,2016-10-18,8.230000,8.360000,8.150000,8.320000,0.014634,33953494.000000,281214733.000000,10888763350.400000,11377600000.000000,0.025944,21.517595,2016-06-30,2016-08-17,-106.969748,7.471405,35.846618,2.669833,8.320000
sh601012,2016-10-18,14.150000,14.440000,14.150000,14.420000,0.011220,17855486.000000,256381553.000000,25223711360.680000,28612144230.180000,0.010208,79.265652,2016-06-30,2016-08-18,20.245359,4.302310,22.230616,3.980566,14.420000
sh601015,2016-10-18,8.090000,8.190000,7.890000,8.170000,0.007398,19192845.000000,153800899.000000,3627480000.000000,7598100000.000000,0.043227,12.310363,2016-09-30,2016-10-15,-18.929696,,109.373745,2.930942,8.170000
sh601016,2016-10-18,9.520000,9.650000,9.470000,9.650000,0.014721,4313463.000000,41341879.000000,7891577000.000000,20050577000.000000,0.005275,9.704981,2016-06-30,2016-08-12,111.462761,14.749916,20.178491,3.175596,9.650000
sh601018,2016-10-18,5.050000,5.150000,5.040000,5.130000,0.011834,32799264.000000,167235708.000000,65664000000.000000,67576709255.040001,0.002562,5.858828,2016-06-30,2016-08-31,29.558694,3.974680,20.688070,2.035472,5.130000
sh601020,2016-10-18,29.080000,29.900000,29.080000,29.880000,0.020492,4012431.000000,118458193.000000,1553760000.000000,15707216808.000000,0.077162,30.018397,2016-06-30,2016-08-16,106.752412,,54.725275,11.110285,29.880000
sh601021,2016-10-18,45.000000,45.500000,44.800000,45.260000,0.001992,1930600.000000,87121630.000000,9052000000.000000,36208000000.000000,0.009653,91.060291,2016-06-30,2016-08-30,43.678742,,46.723955,5.091171,45.260000
sh601028,2016-10-18,10.260000,10.740000,10.220000,10.710000,0.054134,14065556.000000,148035099.000000,8386205889.600000,8403759579.600000,0.017963,25.516755,2016-06-30,2016-08-30,118.219750,8.677566,24.557236,3.215540,10.710000
sh601038,2016-10-18,12.450000,12.670000,12.220000,12.610000,-0.005521,39000378.000000,485705452.000000,7489205100.000000,12558299000.000000,0.065667,13.005185,2016-06-30,2016-08-26,86.592869,1.334395,14.459252,2.622494,12.610000
sh601058,2016-10-18,4.030000,4.120000,4.020000,4.110000,0.019851,36407127.000000,148937070.000000,9109893965.430000,9428081949.540001,0.016425,19.357943,2016-06-30,2016-08-31,23.454219,0.438663,3.089698,2.124690,4.110000
sh601069,2016-10-18,24.420000,25.000000,24.410000,24.910000,0.000402,18593809.000000,460579575.000000,4726672500.000000,15842760000.000000,0.097991,24.966196,2016-06-30,2016-08-20,137.128072,,54.735223,9.651672,24.910000
sh601088,2016-10-18,15.490000,15.880000,15.450000,15.810000,0.020000,22490652.000000,352375467.000000,260723310068.549988,314454899393.549988,0.001364,21.023714,2016-06-30,2016-08-27,22.075733,1.775923,5.015190,1.056352,15.810000
sh601098,2016-10-18,18.220000,18.350000,18.100000,18.330000,0.008806,3253511.000000,59313231.000000,32920680000.000000,32920680000.000000,0.001812,19.744973,2016-06-30,2016-08-26,18.840948,3.264650,16.639403,2.797619,18.330000
sh601099,2016-10-18,4.960000,5.230000,4.950000,5.180000,0.048583,388427962.000000,1983708065.000000,33560268791.419998,35308518796.599998,0.059954,14.664133,2016-06-30,2016-08-25,83.238703,20.631368,-2.751736,3.092907,5.180000
sh601100,2016-10-18,13.290000,13.450000,13.070000,13.420000,0.012066,2378343.000000,31484698.000000,3318430500.000000,8454600000.000000,0.009618,21.175752,2016-06-30,2016-08-23,163.916405,7.773712,335.298821,2.441021,13.420000
sh601106,2016-10-18,5.870000,6.090000,5.790000,5.970000,0.010152,186880317.000000,1109751707.000000,39031860000.000000,39031860000.000000,0.028584,6.017470,2016-06-30,2016-08-30,-19.947675,10.755051,-22.512501,2.743818,5.970000
sh601107,2016-10-18,4.750000,4.820000,4.750000,4.810000,0.010504,9399144.000000,45041341.000000,10402779400.000000,14709268600.000000,0.004346,5.571362,2016-06-30,2016-08-31,13.191816,1.530988,8.391574,1.136095,4.810000
sh601111,2016-10-18,7.510000,7.620000,7.430000,7.590000,0.009309,31511215.000000,237699887.000000,64682493380.010002,99313260120.360001,0.003698,8.325279,2016-06-30,2016-08-31,15.780610,0.911724,3.229764,1.571754,7.590000
sh601113,2016-10-18,9.850000,9.960000,9.810000,9.960000,0.009119,2670367.000000,26466528.000000,6374400000.000000,8297178000.000000,0.004172,20.788577,2016-06-30,2016-08-26,80.250097,5.211181,54.359988,3.113668,9.960000
sh601116,2016-10-18,11.970000,12.190000,11.900000,12.190000,0.014143,1559157.000000,18848810.000000,4967935761.000000,5007149772.000000,0.003826,13.519873,2016-06-30,2016-08-26,75.598306,1.156481,59.497662,3.231108,12.190000
sh601117,2016-10-18,5.780000,5.980000,5.760000,5.910000,0.018966,43046539.000000,253335267.000000,29154030000.000000,29154030000.000000,0.008726,6.314724,2016-06-30,2016-08-27,11.425611,0.493518,19.322819,1.098186,5.910000
sh601118,2016-10-18,6.040000,6.210000,6.020000,6.190000,0.016420,24081345.000000,147789036.000000,24333952197.810001,24333952197.810001,0.006126,6.386552,2016-06-30,2016-08-26,-27.229857,2.896858,21.947786,3.134495,6.190000
sh601126,2016-10-18,9.850000,10.040000,9.840000,10.030000,0.019309,3572681.000000,35586316.000000,8156115149.970000,8156115160.000000,0.004394,21.766217,2016-06-30,2016-08-30,30.457531,2.467157,31.654258,2.247569,10.030000
sh601127,2016-10-18,28.040000,28.490000,27.910000,28.480000,0.006360,6474877.000000,182949817.000000,4058400000.000000,25418400000.000000,0.045438,28.480000,2016-06-30,2016-08-25,53.134328,,38.965659,7.184481,28.480000
sh601128,2016-10-18,11.300000,11.420000,10.640000,11.080000,0.014652,142195450.000000,1564340968.000000,2462782579.680000,24627825896.520000,0.639734,11.080000,,,,,,,11.080000
sh601137,2016-10-18,13.270000,13.400000,13.030000,13.390000,0.008283,5474803.000000,72498536.000000,5757700000.000000,8398471890.120000,0.012732,28.135717,2016-06-30,2016-07-16,49.829374,0.986212,13.511114,2.782627,13.390000
sh601139,2016-10-18,9.420000,9.500000,9.350000,9.490000,0.011727,3234555.000000,30541283.000000,20702290372.400002,20988641641.889999,0.001483,15.625804,2016-06-30,2016-08-09,25.412859,2.613696,10.155174,2.781034,9.490000
sh601155,2016-10-18,11.580000,11.800000,11.550000,11.700000,0.009491,19435116.000000,226905047.000000,8085408072.300000,25979664976.200001,0.028124,15.317902,2016-09-30,2016-10-15,10.751097,,103.150953,2.044668,11.700000
sh601158,2016-10-18,8.130000,8.230000,8.000000,8.220000,0.000000,27479398.000000,222999707.000000,39456000000.000000,39456000000.000000,0.005725,10.265464,2016-06-30,2016-08-10,27.561603,8.791246,20.276620,3.011651,8.220000
sh601163,2016-10-18,37.690000,37.970000,37.200000,37.900000,0.004772,15896655.000000,598102633.000000,7580000000.000000,30320000000.000000,0.079483,37.900000,2016-06-30,2016-09-08,,,,,37.900000
sh601166,2016-10-18,15.980000,16.080000,15.970000,16.070000,0.005632,18089013.000000,290036023.000000,306171051588.570007,306171051588.570007,0.000949,58.989723,2016-06-30,2016-08-30,5.898601,2.115792,1.847080,1.012162,16.070000
sh601168,2016-10-18,7.290000,7.370000,7.240000,7.360000,0.012380,23376401.000000,171186079.000000,17538880000.000000,17538880000.000000,0.009810,8.041825,2016-06-30,2016-07-28,900.085606,0.655242,8.260929,1.552513,7.360000
sh601169,2016-10-18,9.120000,9.240000,9.110000,9.200000,0.004367,21338115.000000,196037103.000000,139901416302.000000,139901416302.000000,0.001403,23.170360,2016-06-30,2016-08-31,7.562549,2.714703,-4.947338,0.980768,9.200000
sh601177,2016-10-18,12.010000,12.220000,11.810000,12.200000,0.008264,17885692.000000,214619584.000000,4880732000.000000,4880732000.000000,0.044708,12.385914,2016-06-30,2016-08-24,-41.126322,3.264675,-68.046562,3.004260,12.200000
sh601179,2016-10-18,5.350000,5.500000,5.320000,5.470000,0.022430,21693475.000000,117747790.000000,28038576459.970001,28038576465.439999,0.004232,5.848372,2016-06-30,2016-08-30,29.290966,2.104373,13.217062,1.543541,5.470000
sh601186,2016-10-18,9.710000,10.560000,9.710000,10.310000,0.058522,229270928.000000,2326624527.000000,118598461105.000000,140005072865.000000,0.019931,11.888889,2016-06-30,2016-08-31,11.111794,0.233132,4.819011,1.216864,10.310000
sh601188,2016-10-18,5.110000,5.250000,5.100000,5.200000,0.009709,13306188.000000,68925116.000000,6308640000.000000,6842568569.200000,0.010968,5.540643,2016-06-30,2016-08-27,22.803117,13.359333,32.796397,1.860332,5.200000
sh601198,2016-10-18,22.470000,23.650000,22.460000,23.470000,0.037119,43835260.000000,1012763269.000000,21216880000.000000,64729336619.790001,0.048490,23.826485,2016-06-30,2016-08-30,45.521637,,-45.228726,4.500738,23.470000
sh601199,2016-10-18,9.170000,9.340000,9.100000,9.320000,0.009751,11089435.000000,102427216.000000,8716064000.000000,8716064000.000000,0.011858,39.278514,2016-06-30,2016-08-11,33.621327,5.664252,16.219697,3.801599,9.320000
sh601208,2016-10-18,7.820000,7.960000,7.800000,7.950000,0.012739,3909455.000000,30938998.000000,4895292000.000000,4895292000.000000,0.006349,17.520621,2016-06-30,2016-08-27,117.570505,3.461056,41.333271,2.218130,7.950000
sh601211,2016-10-18,17.410000,17.720000,17.400000,17.690000,0.016083,26609501.000000,468003721.000000,84452223172.559998,134886250000.000000,0.005574,18.296336,2016-06-30,2016-08-23,12.170204,,-1.314954,1.600963,17.690000
sh601216,2016-10-18,5.260000,5.370000,5.160000,5.340000,0.021033,101905307.000000,537460644.000000,39370752000.000000,45059012857.260002,0.013822,62.763619,2016-06-30,2016-08-25,34.269652,5.976310,121.656718,1.759821,5.340000
sh601218,2016-10-18,5.490000,5.580000,5.480000,5.580000,0.016393,14741686.000000,81613692.000000,5534020800.000000,5534020800.000000,0.014864,12.340006,2016-06-30,2016-08-10,41.362134,3.123545,14.203750,2.209638,5.580000
sh601222,2016-10-18,9.090000,9.200000,9.060000,9.180000,0.005476,23350175.000000,213231493.000000,13064108471.639999,15996442098.420000,0.016408,41.492805,2016-06-30,2016-08-26,25.969875,4.837059,-120.955901,2.020263,9.180000
sh601225,2016-10-18,5.680000,5.820000,5.660000,5.800000,0.012216,25327003.000000,145749701.000000,15718000000.000000,58000000000.000000,0.009346,5.990418,2016-06-30,2016-08-27,-32.534736,1.948553,-52.236252,1.832486,5.800000
sh601226,2016-10-18,8.880000,9.020000,8.870000,9.000000,0.010101,6977193.000000,62566772.000000,3307500000.000000,10395000000.000000,0.018986,13.712868,2016-06-30,2016-08-27,92.057485,2.412111,13.215898,2.809252,9.000000
sh601231,2016-10-18,11.340000,11.670000,11.330000,11.650000,0.021034,9353035.000000,107986852.000000,25349509707.000000,25349509707.000000,0.004298,24.097959,2016-06-30,2016-08-25,35.299073,1.188830,9.866293,3.657771,11.650000
sh601233,2016-10-18,11.930000,12.050000,11.840000,12.030000,0.014334,5214251.000000,62357870.000000,11592108000.000000,14820193689.000000,0.005411,25.304787,2016-06-30,2016-08-18,163.018593,0.535102,8.749680,1.451385,12.030000
sh601258,2016-10-18,2.720000,2.760000,2.710000,2.760000,0.010989,42041245.000000,115344218.000000,17885112986.759998,18423174989.520000,0.006488,13.859728,2016-06-30,2016-08-30,70.237944,0.317253,-2.516689,1.474910,2.760000
sh601288,2016-10-18,3.130000,3.150000,3.120000,3.140000,0.003195,96381049.000000,302068091.000000,923333622855.420044,1019853527380.000000,0.000328,4.248320,2016-06-30,2016-08-27,5.622041,1.934490,1.221712,0.866900,3.140000
sh601311,2016-10-18,18.520000,19.080000,18.500000,18.830000,0.024483,18771714.000000,354365707.000000,15975291953.670000,15975291972.500000,0.022126,40.029079,2016-06-30,2016-08-02,28.540162,2.982401,23.632948,3.404017,18.830000
sh601313,2016-10-18,12.860000,13.070000,12.740000,13.010000,0.019592,4557288.000000,59010930.000000,5167343570.420000,5167343583.430000,0.011474,25.937786,2016-06-30,2016-08-18,24.092414,1.957445,23.588754,3.196874,13.010000
sh601318,2016-10-18,33.880000,34.290000,33.880000,34.200000,0.007661,28336027.000000,967199042.000000,370477125831.599976,625184256222.000000,0.002616,76.568349,2016-06-30,2016-08-18,24.484989,1.305166,-2.137441,1.727676,34.200000
sh601328,2016-10-18,5.520000,5.580000,5.520000,5.570000,0.007233,50174074.000000,278668869.000000,218627312563.549988,413643387412.650024,0.001278,8.854341,2016-06-30,2016-08-26,6.186476,2.183940,1.660028,0.769443,5.570000
sh601333,2016-10-18,4.240000,4.600000,4.230000,4.470000,0.049296,74253592.000000,327172932.000000,25265499385.529999,31663410390.000000,0.013137,5.551913,2016-06-30,2016-08-25,24.578941,2.013532,17.386502,1.148156,4.470000
sh601336,2016-10-18,41.520000,42.300000,41.300000,42.240000,0.015629,6074251.000000,254079959.000000,88088957721.600006,131769648341.759995,0.002913,43.686818,2016-06-30,2016-08-31,25.431566,1.301425,10.248748,2.283601,42.240000
sh601339,2016-10-18,6.290000,6.380000,6.270000,6.360000,0.009524,9027155.000000,57144802.000000,9540000000.000000,9540000000.000000,0.006018,13.610926,2016-06-30,2016-08-09,26.721454,1.901899,10.180854,1.387798,6.360000
sh601368,2016-10-18,12.720000,12.910000,12.710000,12.900000,0.012559,5057797.000000,64776287.000000,3795215139.600000,9491960584.200001,0.017192,12.997358,2016-06-30,2016-08-23,46.238548,,15.970466,3.624105,12.900000
sh601369,2016-10-18,7.060000,7.240000,7.040000,7.230000,0.021186,6975509.000000,49893435.000000,11848308784.590000,11848308784.590000,0.004257,13.287870,2016-06-30,2016-08-27,34.269301,2.754546,-44.568279,1.984792,7.230000
sh601377,2016-10-18,7.610000,7.800000,7.610000,7.780000,0.022339,60495208.000000,467630494.000000,52100105623.720001,52100105623.720001,0.009034,17.497830,2016-06-30,2016-08-23,19.519489,4.764859,-1.537057,1.714714,7.780000
sh601388,2016-10-18,3.800000,3.850000,3.790000,3.850000,0.007853,20526253.000000,78624889.000000,7797790000.000000,7797790000.000000,0.010134,19.546908,2016-06-30,2016-08-30,-49.311559,0.559399,24.799031,0.954790,3.850000
sh601390,2016-10-18,7.880000,8.760000,7.860000,8.650000,0.086683,348928956.000000,2944182327.000000,158537470174.100006,197603208346.950012,0.019038,9.617023,2016-06-30,2016-08-31,15.723899,0.316656,4.433308,1.625054,8.650000
sh601398,2016-10-18,4.370000,4.410000,4.370000,4.410000,0.006849,60521378.000000,265602083.000000,1188989857292.580078,1571751593762.489990,0.000224,6.877945,2016-06-30,2016-08-31,5.646976,2.302776,4.548553,0.884388,4.410000
sh601500,2016-10-18,14.800000,15.460000,14.750000,15.220000,0.016700,28983970.000000,437923291.000000,2662268473.700000,11063708473.700001,0.165699,15.220000,,,,,,,15.220000
sh601515,2016-10-18,12.420000,12.640000,12.360000,12.610000,0.007188,2756562.000000,34523047.000000,14022320000.000000,14022320000.000000,0.002479,29.329006,2016-06-30,2016-08-30,20.817684,6.317949,31.358408,4.237801,12.610000
sh601518,2016-10-18,4.110000,4.260000,4.110000,4.240000,0.021687,15039323.000000,63101051.000000,5143968000.000000,5143968000.000000,0.012396,4.665940,2016-06-30,2016-08-24,39.979256,9.160991,12.564415,2.011862,4.240000
sh601519,2016-10-18,7.850000,8.610000,7.830000,8.610000,0.099617,47259596.000000,397823833.000000,17114097000.000000,17114097000.000000,0.023776,25.036470,2016-06-30,2016-08-27,-24.874113,26.786631,-85.555015,6.967147,8.610000
sh601555,2016-10-18,13.080000,13.450000,13.020000,13.390000,0.026054,35622841.000000,473401000.000000,34693490000.000000,40170000000.000000,0.013749,14.119084,2016-06-30,2016-08-20,25.225836,8.735995,-1.365919,2.110124,13.390000
sh601558,2016-10-18,2.650000,2.680000,2.640000,2.680000,0.011321,37564263.000000,100150227.000000,15174696000.000000,16162008000.000000,0.006634,16.729283,2016-06-30,2016-08-31,-3.965001,11.604696,18.616412,4.260731,2.680000
sh601566,2016-10-18,16.080000,16.450000,16.060000,16.450000,0.025561,2293550.000000,37338211.000000,9452781101.049999,9452781117.500000,0.003991,19.942619,2016-09-30,2016-10-15,21.470627,4.346714,24.706451,2.183667,16.450000
sh601567,2016-10-18,12.970000,13.020000,12.930000,13.000000,0.006192,2049652.000000,26629121.000000,13200966987.000000,18444489882.000000,0.002018,56.292716,2016-06-30,2016-08-23,28.808609,2.778282,26.729337,2.975918,13.000000
sh601579,2016-10-18,13.600000,13.920000,13.600000,13.900000,0.018315,1979245.000000,27261691.000000,3447200000.000000,6913304000.000000,0.007981,14.098426,2016-06-30,2016-08-25,48.992137,6.077220,27.304317,3.637886,13.900000
sh601588,2016-10-18,4.180000,4.250000,4.170000,4.250000,0.014320,15028108.000000,63325283.000000,11305000000.000000,14309835000.000000,0.005650,4.703515,2016-06-30,2016-08-18,22.766841,1.991357,-41.262537,1.248751,4.250000
sh601595,2016-10-18,38.600000,39.420000,38.530000,39.300000,0.019984,3835451.000000,149371544.000000,3674550000.000000,14678550000.000000,0.041021,39.300000,2016-06-30,2016-08-16,,,,,39.300000
sh601599,2016-10-18,9.210000,9.290000,9.180000,9.280000,0.008696,6032183.000000,55763733.000000,6522688426.240000,8298070245.120000,0.008582,28.912886,2016-06-30,2016-08-10,40.314873,1.495662,-20.917107,3.212740,9.280000
sh601600,2016-10-18,3.800000,3.890000,3.800000,3.880000,0.018373,100839557.000000,388255936.000000,42524149199.839996,57826737155.680000,0.009201,3.959668,2016-06-30,2016-08-26,244.132637,0.468438,6.950665,1.557858,3.880000
sh601601,2016-10-18,28.630000,29.300000,28.630000,29.270000,0.023427,5764694.000000,167851142.000000,184011709000.000000,265244740000.000000,0.000917,34.865420,2016-06-30,2016-08-29,21.092653,1.618530,5.019207,2.089252,29.270000
sh601607,2016-10-18,19.660000,19.980000,19.580000,19.920000,0.014257,9002743.000000,178485362.000000,38304865538.639999,53563097916.959999,0.004682,193.141508,2016-06-30,2016-08-26,17.416439,0.507627,32.045456,1.738008,19.920000
sh601608,2016-10-18,5.380000,5.510000,5.310000,5.490000,0.026168,27495373.000000,149594824.000000,22563900000.000000,23823411918.570000,0.006690,8.612380,2016-06-30,2016-08-25,-169.371259,5.925449,172.543843,2.743628,5.490000
sh601611,2016-10-18,15.240000,16.010000,15.060000,15.860000,0.042050,62100538.000000,972919732.000000,8326500000.000000,41632500000.000000,0.118287,15.860000,2016-06-30,2016-08-31,45.262557,,-13.944083,6.140147,15.860000
sh601616,2016-10-18,6.420000,6.640000,6.400000,6.550000,0.015504,12956263.000000,84458995.000000,6128016250.000000,6128016250.000000,0.013848,12.790216,2016-06-30,2016-08-05,-77.992903,7.309583,73.026066,2.532184,6.550000
sh601618,2016-10-18,4.110000,4.370000,4.100000,4.290000,0.043796,151045408.000000,641865884.000000,69665310000.000000,81981900000.000000,0.009301,4.599508,2016-06-30,2016-08-27,16.250800,0.377234,4.950095,1.585542,4.290000
sh601628,2016-10-18,21.450000,21.620000,21.350000,21.600000,0.010290,6216320.000000,133582547.000000,449788248000.000000,610517628000.000000,0.000299,25.216761,2016-06-30,2016-08-26,44.872114,1.841185,-10.722429,2.015283,21.600000
sh601633,2016-10-18,10.870000,11.350000,10.870000,11.280000,0.037718,22695900.000000,255319326.000000,67992783120.000000,102955594320.000000,0.003765,37.717177,2016-06-30,2016-08-27,-88.310590,2.647747,-13.871979,2.474878,11.280000
sh601636,2016-10-18,3.580000,3.630000,3.560000,3.630000,0.013966,25178436.000000,90826192.000000,8972052292.500000,9468273292.500000,0.010187,9.698174,2016-06-30,2016-08-16,101.032592,1.411731,8.713227,1.717611,3.630000
sh601666,2016-10-18,4.910000,5.070000,4.880000,5.060000,0.034765,37027359.000000,183872850.000000,11947494808.920000,11947494808.920000,0.015682,12.795058,2016-06-30,2016-08-30,-8.870719,0.975642,5.566208,1.168429,5.060000
sh601668,2016-10-18,6.500000,6.760000,6.500000,6.710000,0.027565,312997118.000000,2083016197.000000,200943132622.320007,201300000000.000000,0.010452,8.075817,2016-06-30,2016-08-24,7.080531,0.228600,2.209168,1.264940,6.710000
sh601669,2016-10-18,6.160000,6.590000,6.150000,6.490000,0.051864,111645251.000000,716136740.000000,62304000000.000000,89267571311.160004,0.011630,7.348143,2016-06-30,2016-08-30,16.492928,0.409738,7.047882,1.676050,6.490000
sh601677,2016-10-18,15.880000,16.090000,15.810000,16.080000,0.020952,3219982.000000,51390192.000000,6555854575.920000,7762716480.000000,0.007898,16.840760,2016-09-30,2016-10-18,34.683876,1.056681,25.672424,2.059110,16.080000
sh601678,2016-10-18,6.380000,6.390000,6.180000,6.310000,0.006380,34153285.000000,214507918.000000,7496280000.000000,7496280000.000000,0.028749,18.595442,2016-09-30,2016-10-15,30.343395,1.541786,6.900413,1.573448,6.310000
sh601688,2016-10-18,18.110000,18.790000,18.110000,18.780000,0.036996,40559128.000000,751283630.000000,102233120193.600006,134516798064.000000,0.007451,20.902009,2016-06-30,2016-08-20,19.598799,7.187785,-1.128677,1.707024,18.780000
sh601689,2016-10-18,28.270000,28.580000,28.160000,28.500000,0.006356,3753935.000000,106598397.000000,4864950000.000000,18499350000.000000,0.021991,29.327190,2016-06-30,2016-08-25,39.834067,,51.311135,5.402332,28.500000
sh601699,2016-10-18,7.970000,8.150000,7.940000,8.150000,0.011166,24687130.000000,198800085.000000,24379984971.849998,24379984980.000000,0.008253,43.932200,2016-06-30,2016-07-29,599.705666,1.724128,-28.330483,1.354833,8.150000
sh601700,2016-10-18,8.600000,8.680000,8.410000,8.670000,-0.006873,41221308.000000,353436659.000000,9733728793.830000,9825251490.000000,0.036717,48.116145,2016-06-30,2016-08-23,48.431966,5.201197,-34.129827,3.553570,8.670000
sh601717,2016-10-18,5.950000,6.080000,5.940000,6.080000,0.018425,25225174.000000,150971029.000000,8377557817.920000,9856421760.000000,0.018307,13.571057,2016-06-30,2016-08-27,386.473430,2.308616,30.401368,1.034031,6.080000
sh601718,2016-10-18,8.950000,9.130000,8.760000,9.100000,0.011111,113345520.000000,1015335843.000000,35098700000.000000,35098700000.000000,0.029387,9.581081,2016-06-30,2016-08-26,43.700627,1.492901,137.807796,2.655306,9.100000
sh601766,2016-10-18,9.080000,9.610000,9.070000,9.450000,0.038462,166690987.000000,1564602827.000000,216572192159.399994,257878766246.850006,0.007273,10.782774,2016-06-30,2016-08-23,21.644724,1.066000,14.616242,2.642100,9.450000
sh601777,2016-10-18,9.510000,9.660000,9.480000,9.650000,0.013655,13808702.000000,132544714.000000,11933512097.700001,12123810107.350000,0.011166,11.237239,2016-06-30,2016-08-27,32.967446,0.973175,-6.728551,1.771878,9.650000
sh601788,2016-10-18,16.230000,16.630000,16.230000,16.600000,0.021538,18731454.000000,308425085.000000,64851200727.400002,76539074807.399994,0.004795,19.276275,2016-06-30,2016-08-30,18.086236,5.160907,-1.548284,1.688279,16.600000
sh601799,2016-10-18,42.180000,42.300000,41.710000,42.210000,0.010776,1202614.000000,50629940.000000,10115626500.000000,11656512342.719999,0.005018,50.764993,2016-06-30,2016-07-22,30.631750,4.099514,27.802441,4.829133,42.210000
sh601800,2016-10-18,12.050000,13.270000,11.980000,13.140000,0.074407,74898820.000000,957501941.000000,154358673471.359985,212536023484.500000,0.006376,15.450528,2016-06-30,2016-08-31,13.122508,0.525532,8.778787,1.631954,13.140000
sh601801,2016-10-18,14.400000,14.530000,14.160000,14.480000,0.000000,9790714.000000,140283575.000000,26353600000.000000,28803684591.759998,0.005380,31.127250,2016-06-30,2016-08-31,24.242627,2.002145,59.808514,4.463075,14.480000
sh601808,2016-10-18,12.080000,12.350000,12.080000,12.300000,0.013180,4182861.000000,51165922.000000,36413756387.699997,58690581600.000000,0.001413,13.774140,2016-06-30,2016-08-30,-7.136421,2.481214,10.870535,1.539540,12.300000
sh601811,2016-10-18,25.020000,25.580000,24.980000,25.510000,0.010297,7504628.000000,190477172.000000,2518092100.000000,31475283910.000000,0.076027,25.510000,2016-06-30,2016-08-31,44.119682,,35.828652,4.122229,25.510000
sh601818,2016-10-18,3.740000,3.790000,3.740000,3.780000,0.010695,55093941.000000,207772407.000000,150483158910.000000,176446979100.000000,0.001384,4.831780,2016-06-30,2016-08-27,5.935492,1.899748,0.541963,0.842715,3.780000
sh601857,2016-10-18,7.250000,7.350000,7.250000,7.330000,0.009642,26004871.000000,189845641.000000,1186888830398.610107,1341543767405.939941,0.000161,9.265274,2016-06-30,2016-08-25,124.793641,0.779659,5.130210,1.137471,7.330000
sh601866,2016-10-18,4.050000,4.200000,4.050000,4.160000,0.022113,73994052.000000,306224329.000000,32997640000.000000,48601800000.000000,0.009328,4.193143,2016-06-30,2016-08-31,-12.774373,1.525410,9.556232,3.517375,4.160000
sh601872,2016-10-18,5.230000,5.360000,5.210000,5.350000,0.020992,47232858.000000,251383442.000000,25256931672.799999,28352100899.200001,0.010005,6.302082,2016-06-30,2016-08-29,13.505701,4.512814,8.250520,1.866453,5.350000
sh601877,2016-10-18,22.380000,22.780000,22.260000,22.730000,0.021114,7924673.000000,178853651.000000,29991007784.570000,29991007807.299999,0.006006,37.495231,2016-06-30,2016-08-15,17.203382,2.639223,12.574898,4.154880,22.730000
sh601880,2016-10-18,2.400000,2.430000,2.390000,2.430000,0.012500,31982551.000000,77079737.000000,18798042600.000000,31333722480.000000,0.004134,6.147628,2016-06-30,2016-08-26,28.866028,1.210328,5.593523,0.780798,2.430000
sh601886,2016-10-18,10.760000,10.970000,10.700000,10.940000,0.013902,4275283.000000,46377952.000000,12625307000.000000,12625307000.000000,0.003705,22.964974,2016-06-30,2016-08-26,37.319033,0.781434,9.678410,2.025438,10.940000
