"603077",;2016-12-05;603077;0.9769251348775951;5.21;2751.9971;256.6878
"601388",;2016-12-05;601388;0.7804926723403911;4.28;2073.5344;-696.8016
"600546",;2016-12-05;600546;0.6617223809997502;4.65;1299.5426;804.288
"600875",;2016-12-05;600875;0.413499584967907;10.58;2477.2928;1138.2023
"600765",;2016-12-05;600765;0.3511828772370959;15.57;2006.1857;-2616.381
"000997",;2016-12-05;000997;0.3506241818138522;18.63;4477.5186;1607.5829
"603025",;2016-12-05;603025;0.32974944865132877;40.94;3790.346;5790.3967
"002242",;2016-12-05;002242;0.3076188620814676;20.94;1729.8241;-2432.0563
"600062",;2016-12-05;600062;0.3066973743538635;24.01;1580.3023;-107.1559
"002079",;2016-12-05;002079;0.30102128896130326;10.28;2072.1002;-1631.762
"000875",;2016-12-05;000875;0.2803450420485669;6.54;7129.4226;-2902.1278
"600299",;2016-12-05;600299;0.2525760953588606;14.83;925.6389;522.2624
"002475",;2016-12-05;002475;0.25137039435610914;20.78;2819.4387;2953.0472
"600143",;2016-12-05;600143;0.2222364666865098;7.68;1433.0158;863.6159
"600898",;2016-12-05;600898;0.21352627513179992;17.55;675.2092;-27.2732
"000525",;2016-12-05;000525;0.21291513510945972;16.7;708.5082;327.5742
"603729",;2016-12-05;603729;0.20797411577987648;83.23;1392.3624;608.2775
"002339",;2016-12-05;002339;0.20603569786368564;20.13;2651.5347;-5391.3724
"002179",;2016-12-05;002179;0.20311864897738782;37.88;1963.7282;1653.5774
"000912",;2016-12-05;000912;0.19287514994505336;12.47;3750.8215;-6935.1773
"603006",;2016-12-05;603006;0.18587891245408011;28.17;841.7497;126.2869
"600298",;2016-12-05;600298;0.18377933197040194;17.75;2169.5992;-57.5817
"002176",;2016-12-05;002176;0.18053636007129037;13.25;6912.9445;-17539.1583
"600774",;2016-12-05;600774;0.1786816134216185;20.76;1212.4532;432.517
"000661",;2016-12-05;000661;0.1740933303005356;117.48;4158.3876;4366.7955
"600997",;2016-12-05;600997;0.1644522590194836;7.58;1948.7567;135.5174
"002544",;2016-12-05;002544;0.1619789963598681;30.35;1332.2233;-65.4041
"002507",;2016-12-05;002507;0.14500277574164233;14.05;1143.3734;590.5587
"603779",;2016-12-05;603779;0.1391059690880425;32.77;694.3673;286.0465
"002614",;2016-12-05;002614;0.13821058404727696;15.92;958.6713;-2091.8592
"002330",;2016-12-05;002330;0.136899637699552;11.93;928.9329;-112.6572
"002281",;2016-12-05;002281;0.13485011389431006;82.05;2203.1303;348.4915
"000903",;2016-12-05;000903;0.12731545145849954;8.62;1909.4763;74.5387
"000777",;2016-12-05;000777;0.12328722713222791;24.31;2563.1786;-4530.1135
"600777",;2016-12-05;600777;0.12104633719807252;17.49;5219.8438;5426.3403
"002357",;2016-12-05;002357;0.11147122259693253;17.13;630.9206;-292.4745
"002600",;2016-12-05;002600;0.10594514129482024;10.17;1063.0032;-0.7576
"002008",;2016-12-05;002008;0.10267025935814321;23.27;2938.9986;-1322.2365
"002193",;2016-12-05;002193;0.0960346014878928;23.95;707.4863;-298.0719
"002211",;2016-12-05;002211;0.08600219650674104;18.5;7702.4954;10784.2421
"002012",;2016-12-05;002012;0.07779287846302889;11.05;614.408;-1333.6101
"002385",;2016-12-05;002385;0.07671903558339607;7.56;912.12;213.0471
"000617",;2016-12-05;000617;0.07504175692284679;17.21;403.335;-124.4169
"002124",;2016-12-05;002124;0.06931843062565719;12.52;1575.5497;-1668.353
"600215",;2016-12-05;600215;0.06749824513011785;9.58;679.0149;-298.4708
"000807",;2016-12-05;000807;0.06495600723692145;7.45;2833.1559;-4268.8489
"600621",;2016-12-05;600621;0.06415991703663333;15.24;1785.5628;-1043.1825
"603999",;2016-12-05;603999;0.050156271417399166;35.7;514.6644;-988.0189
"600038",;2016-12-05;600038;0.03239043098118517;46.13;243.0659;-381.3917
"000933",;2016-12-05;000933;0.030128231997744285;5.85;788.4052;-107.8229
"002053",;2016-12-05;002053;0.027683642965514652;17.05;260.0624;1692.0432
"600247",;2016-12-05;600247;0.02744996092277622;15.76;74.0122;-428.0641
"600234",;2016-12-05;600234;0.019654745472034003;18.74;38.63;-897.3395
"002464",;2016-12-05;002464;0.01692180935449355;73.5;132.7777;-18.2357
"600381",;2016-12-05;600381;0.010472464632303329;16.69;253.0624;-6715.4025
"600146",;2016-12-05;600146;0.0041302288765018525;34.49;24.6456;-185.7998
"000565",;2016-12-05;000565;0.0020609743015116673;12.95;17.7236;-431.2386
"000953",;2016-12-05;000953;-0.006288405999465417;16.98;-70.6723;382.6052
"601011",;2016-12-05;601011;-0.00824245285006747;7.61;-67.6448;712.1458
"600316",;2016-12-05;600316;-0.010197376485891958;20.19;-82.4957;-1652.7998
"601020",;2016-12-05;601020;-0.016076349288193847;39.15;-165.5437;-1446.9389
"601699",;2016-12-05;601699;-0.0475421386494081;9.29;-2344.9768;-1429.3928
"600115",;2016-12-05;600115;-0.07645200966394634;6.9;-2145.5576;-11829.7453
"600714",;2016-12-05;600714;-0.11920160628591231;16.6;-1833.5157;-576.6166
"002092",;2016-12-05;002092;-0.13739837781657152;13.07;-3812.9492;-10401.5819
"002652",;2016-12-05;002652;-0.1595110074866596;16.24;-663.2693;787.3122
"002450",;2016-12-05;002450;-0.572611012681614;19.09;-23366.8576;12759.8204
